user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
Kamus,10,"Fantastic game.Played only one time, but I've seen how it's rich !!One the my favorite game... and for long I think.",28143,,0.915,positive,46,51,0
gamer12,10,nan,28143,,0,neutral,46,51,0
cggritt,10,nan,28143,,0,neutral,46,51,0
icheyne,10,nan,28143,,0,neutral,46,51,0
Stavros,10,"Lot of richness and replay value. You need some plays to learn the cards, and then more plays to discover the various strategies. Bonus : the card names and the artwork is great if you like the sci-fi references (books and movies). Note: first time that I see two sci-fi writers' names in the thanks' section of a game ruleset! (Frederik POHL and David BRIN).  Update : rating upgraded to 10, after one year of playing. The Draft variant found in the Gathering of Storm expansion is a great addition for the people who played the game a lot. ",28143,,0.9821,positive,46,51,0
daelerin,10,nan,28143,,0,neutral,46,51,0
familywontplay,10,"Played this with 4.  Smacks of both Puerto Rico and San Juan, the card game version of Puerto Rico.  I own all 3 and enjoy all three.  Even though the games resemble each other, they play so differently that I am happy to own all 3 and feel I have no redundancies.  Not bored with any of them.        I really like Race for the Galaxy and feel it is a solid game.  30 mins is an accurate and good length for the game.  Also enjoy the graphics.        I rated San Juan a 10 because I enjoy it and have played it reapeatedly a few hundred times without getting bored.  Initially I like this one better, and will bump it to a 10 if I feel it continues to play as well as its sibling. 1-17-2012  99  7/8/12  112",28143,,0.9876,positive,46,51,0
Crygen,10,nan,28143,,0,neutral,46,51,0
Timo_T,10,After 20 games I still find this very addictive and amazing game.  Only downside is that this isn't a easy game to learn. But once you have learnt it's pretty fast game to play. About 20 minutes / 2 player game.  My favourite game right now.,28143,,0.8284,positive,46,51,0
maartenlogghe,10,nan,28143,,0,neutral,46,51,0
steve perkins,10,"San Juan on steroids, but a really good game.",28143,,0.6474,positive,46,51,0
mrraow,10,"My rating has gone up every time I played.  I'll be picking up a second copy at some point, since the first one is going to wear out eventually.  My one criticism: the icon system is a barrier for entry, and very intimidating for the first game.  However, after a couple of games, it all makes sense.  I do wish there was more text on the cards and less artwork, though.  Lots of tough decisions, and the game seems to play out differently each time.  Note: the game is very, very similar to San Juan in many aspects, but Tom Lehmann was involved in making SJ, and has permission for this version - I reckon they should have put the design story in the manual, though, because it looks like blatanyt plagiarism without the context.",28143,,0.4503,positive,46,51,0
GANDON,10,"RFTG is not easy to get into in the first place, but once you get the idea (after 3/4 games), you realize how big its potential can be. After several dozens of games, you can tell RfTG is definitely one of the most attractive games, one that you will go back to very often to explore its seamingly seamless possibilities. Captain Kirk, here we come ! Updated May 2008 : never get bored of ths one. Eager to buying the first expansion which looks very promising",28143,,0.9508,positive,46,51,0
RobM,10,An excellent game.  More complex sci fi version of San Juan.  Slightly steep learning curve but very good game once you get into it.  Very well designed and playtested.  Can't wait for the expansions.,28143,,0.8667,positive,46,51,0
zachboyofdestiny,10,nan,28143,,0,neutral,46,51,0
starpino,10,"Better than S.Juan... S. Juan has only 2 ways to win (pink palace and city hall or production and guild hall) This game has probably more than 7-8 ways to win (military, alien, rare elements, novelty, all consume, developments   genes and so on). Nice the bluffing part of the game. Expansions needed",28143,,0.9271,positive,46,51,0
Profit,10,"Sharp, very, very sharp. I especially like how the combination of artwork and mechanics on the cards all tell a little story, even without fluff-text.",28143,,0.469,positive,46,51,0
AnakinOU,10,nan,28143,,0,neutral,46,51,0
DuncanIdaho,10,nan,28143,,0,neutral,46,51,0
Questor,10,nan,28143,,0,neutral,46,51,0
mkgray,10,"I've been ""seriously"" gaming for 10+ years, played nearly 1000 different titles and for the first time, without equivocation, I can answer the ""What's your favorite game?"" question.   An [b]outstanding[/b] game in the style of San Juan (actually it's the other way around).  The art is exceptional.  The game is fast, but full of compelling tactical options, interesting combinations, engaging thematic elements and numerous strategies to pursue.  In the less than a year since it's been out, it's become my 3rd most played game ever and I have no doubt it will be the most played before long.   EDIT/UPDATE: >5 years after I wrote this comment and all of the above remains true, and it's become my most played game.  I mostly only play with the first two expansions, without takeover rules, but enjoy all of the expansions.",28143,,0.9777,positive,46,51,0
Mease19,10,"This is a great, medium-light game.  There is a lot of information on the cards, but once you understand them (see the well organized reference cards that come with the game) the game flows very quickly.  Simultaneous playing makes the games very quick but satisfying. Wonderful art work, good replayability, room for expansions and low price tag make this an obvious purchase.  Was a 9, after a bunch more plays this is now a 10.",28143,,0.9697,positive,46,51,0
erichv,10,nan,28143,,0,neutral,46,51,0
SamwiseGamgeeBan,10,Space exploration game.,28143,,0.2263,positive,46,51,0
eizahn,10,nan,28143,,0,neutral,46,51,0
TyrTiuLiu,10,nan,28143,,0,neutral,46,51,0
CiRlE,10,nan,28143,,0,neutral,46,51,0
rudd84,10,Good space card game.,28143,,0.4404,positive,46,51,0
PowLdr,10,nan,28143,,0,neutral,46,51,0
ShaoHong,10,nan,28143,,0,neutral,46,51,0
Spirale,10,nan,28143,,0,neutral,46,51,0
batman,10,nan,28143,,0,neutral,46,51,0
rynelf,10,"--Feb2007-- Played a prototype a couple times a year ago.  It's got great mechanics, but isn't particularly clear on first exposure: I suspect a card manifest would have made learning the game easier and more rewarding.  My eldest son will likely be amused. --Nov2007-- Production version is pretty nice; glad to have bought it. ",28143,,0.9744,positive,46,51,0
Renditelitan,10,nan,28143,,0,neutral,46,51,0
r3gamer,10,nan,28143,,0,neutral,46,51,0
Molik,10,nan,28143,,0,neutral,46,51,0
danwojciechowski,10,nan,28143,,0,neutral,46,51,0
thugbert,10,"Excellent.  There seems to be a lot more variety in strategy than San Juan.  The symbols were difficult at first, but now they seem natural.",28143,,0.5927,positive,46,51,0
jdludlow,10,"The moment my copy arrived, I sleeved all of the cards.  These are identical in size to Magic cards, so there are plenty of sleeve choices.  I went with the fairly expensive ""Japanese"" brand metallic sleeves for the main deck, and some heavy UltraPro for the role cards.  This doubled the cost of my set, but in the long run it's going to pay off.  I expect to play this game a lot.  I'm a huge fan of San Juan, and enjoy but rarely play PR.  I'm also a long-time lover of Magic.  Combining these becomes a no-brainer for me.  Race is a ton of fun.  The multiplayer solitaire complaints are nonsense.  Have those people play face up against experienced players and see if they still feel isolated and free to do whatever they want. ",28143,,0.9761,positive,46,51,0
perpigillium,10,nan,28143,,0,neutral,46,51,0
hotchick,10,nan,28143,,0,neutral,46,51,0
riledguy,10,A more complex San Juan and by more complex I mean more options which is a good thing. Not sure San Juan will be getting any use now. Which is both good and bad.,28143,,0.0869,positive,46,51,0
LucyJo,10,nan,28143,,0,neutral,46,51,0
joelee,10,"Excellent game and I can really see the similarities to Puerto Rico when I play it. However, the way the game plays with the simultaneous role selection and the ordered phases of the roles is fantastic. There is a learning curve to the game but come on most of the games on this site require you to learn the intricacies of the game.  Is the game multi-player solitaire? No more so than Puerto Rico to me. Much like Puerto Rico you can look over the table to see what you opponents have going for them in their tableau and also see the number of cards in their hand. Based on that you can make a hunch as to what role they are selecting. Do you want to develop/settle? Is there anyone else at the table holding a lot of cards? If so it likely that player is going to call one of those actions and if you have no preference as which then choose a different type of action that you'd also like to get done this round.   Can people help out their opponents? Sure they can. However, unlike Puerto Rico where they tend to help out the player to their left, in RftG they could help any other player at the table. For instance if someone isn't paying attention to cards in play someone could play out a development/settle action that would allow another player to get to his twelfth card and end the game.   Okay, so I've compared it to PR because of the similarities how about the differences. In PR I feel that there are a few standard opening moves and several buildings that are far superior buys than others. In RftG I have not seen a standard opening move. You have to initially deal with what you're opening hand is and then modify your agenda as you receive more cards. In PR coins are currency while in RftG the cards in your hand are the currency so you must decide what you're planning on playing onto the table vs use as currency. And since you can only get 12 cards to the table you have to decide how important each card is to your objective. There are times where a card that looks cool just doesn't really fit in with your plans so walk away.  A deep, rich, rewarding game with plenty of decisions to make that plays in  30 minutes and leaves you with the desire to play just one more hand...amazing.    ",28143,,0.9973,positive,46,51,0
pothocket,10,nan,28143,,0,neutral,46,51,0
Tapanote,10,"Played about 150 games to date (29 April 08), most of which heads ups. Still just keeps getting better. The best game I have ever laid my hands on.  Lately played a little bit less, but still one of my most popular games with 35 plays in the last 10 months. Nowadays always with the expansion. Still a perfect ten. (13 Feb 09)  With the second expansion, more games lately. Still stays above my 10 bar, as one of the only games I never turn down. (17 Nov 09).  Still going strong, just passed the 250 game post. Absolutely a perfect 10 still. (23 Nov 10).  No reason to drop from 10, although haven't played too much with the 3rd expansion yet. (5 Dec 12).",28143,,0.9794,positive,46,51,0
j0nezn,10,nan,28143,,0,neutral,46,51,0
Wargamermike,10,nan,28143,,0,neutral,46,51,0
oskari,10,"Whoa. This game is incredible. And deep. But still really quick.  The theme has been built very carefully, and the mechanics fit the theme perfectly. The components aren't bad either: The cards are very sturdy, and the artwork is nice, and serious thought has been given to usability issues. Thanks to the graphic design, layout and the icon system, gameplay is really smooth and it is very easy to keep track of your special powers.  Lots of possibilies for ultimate killer combos, and for me the game feels more like a hand management game than a snowball engine optimization scheme. There is also quite the right amount of outguessing, which usually ends in me choosing the wrong phase anyway ;P  Success depends mostly on how good you are, but since the game only lasts about half an hour, and (unlike in most snowball engine games) gameplay and artwork don't suck astronomically at first sight, it is reasonably easy and fast to reach a comfortable skill level.   Raised the rating from 9 to 10 after 10 playings.   And just when you think you know the game, they'll give you the expansions... ",28143,,0.995,positive,46,51,0
Kallimos,10,"Someday I'll actually beat my co-worker. This is a fantastic lunchtime, 2-player game that we have down to 45 minutes. I am continually learning and/or recognizing strategies and card combinations that keep this card game satisfying for me. Several times we both thought I had my opponent beat only to have him pull ahead in the last round or two with some insightful combination or clever play based on the role selections. It's just a cool game to play.  EDIT: And the day came that I finally beat my co-worker. I'm going to Disneyland!",28143,,0.9432,positive,46,51,0
YankeeFan,10,nan,28143,,0,neutral,46,51,0
nlevi,10,nan,28143,,0,neutral,46,51,0
s.bonnermann,10,nan,28143,,0,neutral,46,51,0
sysyphus,10,Didn't want to like this game.  Didn't want to get hooked.  Didn't want to like the nerdy theme.  Love the game.. I am hooked ... love the nerdy theme,28143,,0.6266,positive,46,51,0
Menagon,10,nan,28143,,0,neutral,46,51,0
dsutherland,10,"I've been hooked on this game since my first play, and still haven't turned down.  No games have been the same, and even though at this point more than 50% have been two-player i keep seeing something new each time. ",28143,,0.5086,positive,46,51,0
kj869,10,nan,28143,,0,neutral,46,51,0
Xrael,10,The only game I have given a 10 so far.  Highly recommended.,28143,,0.3306,positive,46,51,0
derscheid,10,Solid.,28143,,0.1531,positive,46,51,0
zhiming_teo,10,Dec '07,28143,,0,neutral,46,51,0
cuzzle,10,"Good game.  Love the art and theme.  I like the various combos setting up to win.  Minimal interaction which is ok for me in a 'building' game, though guessing what others are going to do can net you some extra points.",28143,,0.9393,positive,46,51,0
nerotora,10,"Update: June 2016, 50 games played. Still learning and enjoying the game. I has become one of my favorites. Rating increased to 10.   It's rich in theme and the playing time is short. There are a lot of different strategies that can be used.  The interaction between players is minimal. But a good player will have to take into consideration the needs of the other players and anticipate their choices.   I believe that my rating would go up with further playings.",28143,,0.8979,positive,46,51,0
Sothis,10,"We play this a lot (2-player, 2 actions each) and love it. It's also really compact, so it travels with us.  Play all the expansions and will get AA.",28143,,0.8402,positive,46,51,0
pitris,10,"My favorite game of all time.  It got its inspiration from Puerto Rico, but it turned it completely around and is, in my opinion, a much better game. And I like Puerto Rico a lot.   It's Puerto Rico the card game with simultaneous role selection. It's super San Juan on steroids with a space theme. It's infinitely replayable. It's complex and challenging. It's deep. It's interactive. It's quick. It's flawless.   It's perfect! ",28143,,0.9824,positive,46,51,0
tarmin8,10,"This isn't just San Juan in space. It's better than San Juan. AND it's in space!  It has a steep learning curve, but it's well worth the climb once you get there.",28143,,0.7385,positive,46,51,0
NolaJeff,10,"Recently upped this puppy from a 9 to a 10.  I have played it over 20 times and still love every game.  I was initially demoed this at BGG con and had to get a copy right away.  I am not a fan of PR but I love SJ, but this to me is a better version of SJ.  Admittedly the first play of the game is rough, but give it a few more and I think you will realize that there IS player interaction...maybe not directly but there is a certain aspect of trying to anticipate your opponents next play.  A lot of people call it ""multiplayer solitaire"" but not looking at an opponents strategy/cards is the fastest way to a loss...  This game plays great with all players from 2p(advanced rules), 3p and 4p",28143,,0.9841,positive,46,51,0
Mikefitz,10,I love this game. Tom has created a game that for me is as addictive as a good trading card game withouit having to chase cards. There are so many different ways to go in play style and everything is well balanced. I can see that Tom has set things up to allow many more cards and I am looking forward to many years of RFTG.,28143,,0.926,positive,46,51,0
Johnnyboyb,10,"Wonderful card game based on San Juan, with a Sci-Fi theme.  The symbols take one or two plays to pick up, then they click.  Hand management and understanding the available strategies is essential to doing well.  ",28143,,0.875,positive,46,51,0
jonnylawless,10,"Wife and I have had a lot of fun with this one.  The different routes to victory make this one fun to play over and over again.  Not running across a helpful 6-cost development can dampen the fun a bit, but otherwise it's hard to find flaws in this game.",28143,,0.5972,positive,46,51,0
hodji,10,Wonderful game!  Plays fast yet has tremendous depth.  Haven't been this addicted to a game since my several-year fling with MTG twelve years ago.,28143,,0.7177,positive,46,51,0
jeff brown,10,"This is an awesome game.  I can see this being in my top 5. It's fast,and has some hard choices with a lot of deep strategy.  It looks like there are many different valid strategies and the choices are often difficult which is what I look for in a good game. ",28143,,0.8126,positive,46,51,0
whwtan,10,nan,28143,,0,neutral,46,51,0
mbialeck,10,nan,28143,,0,neutral,46,51,0
Gnipp,10,nan,28143,,0,neutral,46,51,0
Thrift Thopter,10,nan,110327,,0,neutral,65,31,3
chromaticdragon,10,2-5. Best 3-4. 90 min GAME NIGHT Mod: Class coaster,110327,,0.6369,positive,65,31,3
Rigor Mortis,10,nan,110327,,0,neutral,65,31,3
ashman,10,nan,110327,,0,neutral,65,31,3
Kwerve_Supper,10,nan,110327,,0,neutral,65,31,3
rsinkko,10,nan,110327,,0,neutral,65,31,3
TheSaint08D,10,"Near perfect even the insert is perfect. Easy streamlined rules, fun game play, just fantastic.",110327,,0.9618,positive,65,31,3
Accession,10,nan,110327,,0,neutral,65,31,3
yendi57,10,nan,110327,,0,neutral,65,31,3
Thrylos,10,"Excellent mixture of worker placement and variable setup. It is simple, easy and fast to play. Wizards of the Coast have a winner here!",110327,,0.92,positive,65,31,3
chrisnd,10,"Pushed this one to a 10.  I consider this my favorite worker placement game, and I play it on my iPad on a regular basis since it doesn't get a chance to get to the table very often.  Which is fine, because I like it either way.  The expansion improves the base game tremendously.  I have also ""pimped"" my copy to the near-max by obtaining the various items from The Broken Token (www.thebrokentoken.com) - which includes the insert, the D&Deeples, the new skulls, and the fantastically heavy coins.  The only thing I don't have is the ""crate"", which I may acquire at some point, but for now, the ""box"" will suffice.",110327,,0.5155,positive,65,31,3
Adrimetum,10,Insert replaced with broken token insert.,110327,,-0.4767,negative,65,31,3
dead jawa,10,nan,110327,,0,neutral,65,31,3
brokasaphasia,10,"VERY fun game!  I realize it is a D&D themed cube-pusher, but I LOVE THAT!  I love the added segregation and luck-of-the-draw elements of the Quest deck.  I like the limited availability of the buildings and the escalating VP accumulation on those available for build.  I even like that some of the Intrigue cards are MUCH better than others.  It all boils down to a FUN game... definitely not as optimally balanced and strategic as Caylus, but way more fun!  I can't wait to pick up a copy of this game and play with Mark and Harry.  In fact, my impression of this game just displaced Caylus in my list of 10's.  Now _THAT'S_ something!",110327,,0.9934,positive,65,31,3
gmarius,10,nan,110327,,0,neutral,65,31,3
MattKimber,10,RAPID EXPANSION PROMO,110327,,0,neutral,65,31,3
matpe,10,"Smooth gameplay and an interesting theme. The game is simple, but might prove to simple in the long run. Risk of dropped rating. An expansion should increase its longevity and perhaps increase the depth a bit.",110327,,0.6249,positive,65,31,3
Theoloc,10,nan,110327,,0,neutral,65,31,3
jsalyers1,10,"Fantastic game!  Euro-style worker placement with plenty of twists and replay-ability. Excellent box design, components are of good quality, with good story and consistent theme.  The game is fun for all.  Last place still wins, as it is time well spent having fun with friends.  Not a cut-throat game, very few direct attacks, though as it is resource placement it is possible to single someone out to slow them down.",110327,,0.977,positive,65,31,3
Eidolon,10,"Lords of Waterdeep is a simple game, yet is very rich and fulfilling. Both new and experienced gamers typically enjoy it, even at the same table.  It is a superb gateway game, and many fans have this featured on their family game night.  I actually know of one family that has 3 generations playing it together.  This game will have a presence in the gaming industry for some time, and hopefully there will be more games that make attempts at doing what LoW does well.",110327,,0.9402,positive,65,31,3
kynetarse,10,nan,110327,,0,neutral,65,31,3
d bro,10,"I am revising my rating of this game to a '10' after about a dozen plays.   I currently have over 200 games and as of this time,  this game is my only '10'.  This game is fun, easy to teach, and plays in an hour.  Standard mechanics similar to Agricola or Stone Age, but in a bit simpler presentation.  The Intrigue cards offer a chance to mess with opponents by taking resources, etc. The D&D theme is there, barely, but it's not a deal breaker or maker.  You may find yourself saying "" I need an orange cube and a white one"", rather than "" I need a Warrior and a Cleric..."".    The box is a unique, 3-piece design, but the insert/storage tray is by the far the most functional and well designed I have in my collection. Great game, great components, great value. Dbro  acquired 3 2012 A $31.49",110327,,0.9825,positive,65,31,3
thegamesplayer,10,nan,110327,,0,neutral,65,31,3
jedirahl,10,nan,110327,,0,neutral,65,31,3
cajunport,10,nan,110327,,0,neutral,65,31,3
michaellorg,10,nan,110327,,0,neutral,65,31,3
sovietdancinbear,10,nan,110327,,0,neutral,65,31,3
Legomancer,10,"This was my [url=http://www.daveexmachina.com/wordpress/?p=7257]Game of the Year[/url] for 2012. Lords of Waterdeep doesnâ€™t do anything new, but it does all the old familiar things so damn well. Itâ€™s an absolute breeze to learn and play, and itâ€™s a rare game with absolutely no excess baggage. Every portion of the game contributes, and in a meaningful, intuitive way. It plays great with two people or with five. It has [url=http://www.daveexmachina.com/wordpress/?p=5935]the best quest[/url]. There are other games on this list that are better games, but thereâ€™s a reason Lords of Waterdeep got more plays than anything else this year. Innovation and theme are important, but they arenâ€™t everything.",110327,,0.9807,positive,65,31,3
aussieb1987,10,nan,110327,,0,neutral,65,31,3
caltexn,10,"Another game combining familiar elements, but does so in a crisp way and with a new theme. Competition for resources is at just the right level. If you find yourself short of acquiring them, then Intrigue cards can help out. Neat element with Intrigue cards allows for a late attempt at another action to make up for action, in player order. Seems very well balanced overall. Only complaint is why the Quest cards come up randomly with the wide variation of victory points, instead of in stages. Need to grab these early when they appear and hang on to them until they can be paid for, even though it might seem like wasting a precious action. UPDATE: Bumped down one point after second play. Seems that building a building may not be a good strategy, as others will use it before yourself, even though you get a small payment for it. Have to play again to see how it balances. UPDATE: Expansion enhances play, but not a necessity. Additional plays with the base game reveal the importance of the Waterdeep Intrigue action.",110327,,0.9679,positive,65,31,3
Kirrine,10,This game was an instant hit with us... simple game with great infused theme that worked.   It was FUN start to finish.    ,110327,,0.8455,positive,65,31,3
torak,10,nan,110327,,0,neutral,65,31,3
2d20,10,"Enjoying the game very much! Most importantly K really likes it! The game balance in my eyes is amazing. Our plays have been incredibly and consistently close. Well done Rodney Thompson, Peter Lee and WOTC! ",110327,,0.9545,positive,65,31,3
OC_rampager,10,nan,110327,,0,neutral,65,31,3
Grondhammar,10,"Takes a lot from worker placement mechanics and wraps them up in a great theme, with the Quest cards as goals, and the extra twist of Intrigue cards that can really throw some surprises at the players. Play is pretty tense and *very* quick for a Euro, so there's not much time to enjoy the great artwork and theme text. But it's all beautifully done.  Will be seeing our game table regularly.  A few months later: this has become a regular go-to for game nights, has withstood a ton of play time and still seems fresh every game.  Two years later: bumping this up to my second BGG 10 rating ever. This continues to get plays and remain exciting, even without the expansion.",110327,,0.9794,positive,65,31,3
mouserino,10,nan,110327,,0,neutral,65,31,3
QPCloudy,10,nan,110327,,0,neutral,65,31,3
eprasuhn,10,"This is the first worker placement game I've bought. Very fun, great replayability, and easy to learn. It also has a set amount of turns which is great to keep it to a shorter length of time. Can't wait to play again!",110327,,0.9383,positive,65,31,3
Dreamshadow,10,nan,110327,,0,neutral,65,31,3
aldaryn,10,2-5. Rules: http://media.wizards.com/downloads/dnd/DnD_LOW_Rulebook_EN.pdf,110327,,0,neutral,65,31,3
rabiddwarf,10,nan,110327,,0,neutral,65,31,3
kleidokrator,10,nan,110327,,0,neutral,65,31,3
foil_lone_wolf,10,"One of the first games I have even owned that I felt was underpriced for the value it gives. The components are excellent, wood pieces, solid cardboard, excellently designed box interior as well. The gameplay is amazing. Worker placement with amazing options.  The quests add a level of excitement, with some having a lasting effect on the game. Balancing victory point options against each other, short term gain or long term plan. It's well balanced for all players.  And it has excellent replay.  The DnD flavor is amazing as well, each card has its own piece of flavor.  I can't say enough about it, it has immediately risen to my top five, and I don't see it leaving any time soon.",110327,,0.9903,positive,65,31,3
Lee Murdock,10,nan,110327,,0,neutral,65,31,3
ReignsEternal,10,"wasn't sure when I bought it, but it does stand up to a very high rating.  ",110327,,-0.1232,negative,65,31,3
noremac74,10,nan,110327,,0,neutral,65,31,3
highgriffination,10,nan,110327,,0,neutral,65,31,3
dragonster,10,nan,110327,,0,neutral,65,31,3
JYoder,10,"With the exps, my second favorite worker placement. I enjoy the artwork, theme, and easy to teach.",110327,,0.8442,positive,65,31,3
Mamadallama,10,"8-4-12-taught Casey the game and of course he won!  Lots of fun and I can see this is going to hit the table often!   (3p) 8-2-12-can't believe it's taken me this long to get this game to the table!  Took us 90 minutes to play this game but that includes punching and reading the rules.  (2p)  We enjoyed this a lot, too.  First impressions is that it is a mix of Stone Age and Macao.  (worker placement like SA, activating quests like you activate the cards in M.)  4-17-12-Couldn't help myself. Awesome price on Amazon, bought it!",110327,,0.9245,positive,65,31,3
weedlum,10,nan,110327,,0,neutral,65,31,3
SpectreCollie,10,nan,110327,,0,neutral,65,31,3
Edix,10,nan,110327,,0,neutral,65,31,3
OlaffStout,10,"2-5 (2-5) [2.5]  Theme: Fantasy RPG  Mechanics: Hidden Goals, Worker Placement, Set Collection",110327,,0,neutral,65,31,3
Fippy_Darkpaw,10,nan,110327,,0,neutral,65,31,3
Zencore,10,nan,110327,,0,neutral,65,31,3
Solodan,10,"Jumps into my top 3 games after first few plays!  Right level of complexity makes game approachable, yet deep enough to have replay value.  D&D nostalgia helps too for those who are fans of the RPG.  Just above Agricola now for ""What game do I play now"" thoughts.",110327,,0.8588,positive,65,31,3
Xie79,10,nan,110327,,0,neutral,65,31,3
rudyriot,10,This is a big hit with my fiance and I!,110327,,0,neutral,65,31,3
Kythrid,10,"This is an extremely well produced euro with a great deal of player interaction. A surprise coming from WOTC but hats of to a very enjoyable game from the Lord's perspective. Buildings that can be purchased dramatically alter the city in which you recruit adventurers and engage in intrigue. It seems abstract until you realize that you are a Lord above such ""menial tasks"" as the quests you use the adventurers to complete. Includes Scoundrels of Skullport expansion.",110327,,0.9421,positive,65,31,3
Hill Devil,10,nan,110327,,0,neutral,65,31,3
pirate_chef,10,"This game sounds like the most ridiculously derivative stereotype of a Euro game ever. And it is! This is the kind of game I would design if I wanted to make a parody of Euro games. However, LoW has gone beyond parody, into the realm of genius. This is elemental Euro game, boiled down to its essentials; an archetypal worker-placement, cube-hoarding masterpiece.  Never once do I feel like I am gathering warriors, priests, and wizards in a tavern, and getting them to help me complete quests. That, of course, is not the point. The point is to have a silly, pasted-on theme. I am gathering cubes, to play cards which give me points, and sometimes more cubes. There are spaces where I can put my workers, so that they will get me cubes. There are cards I can play to destroy my opponents' cubes!  This game is fun as hell.",110327,,0.6282,positive,65,31,3
jgsugden,10,nan,110327,,0,neutral,65,31,3
seatowngal,10,"D&D's first Eurogame and my current FAV.  Brought it to my meetup - very fun! Has elements of Caylus and Hansa Teutonica in terms of resource management and blocking...my fav ;-)) Card design similar to Magic..of course. One thing I don't like from based on 2 consecutive plays:  Lord Card: Larissa Neathal. Both plays won w/ that card buy a huge margin - not fair so I exclude that card as my house rule.  All in all, great theme, very organized layout and design. I hope they have an expansion soon.  Awesome for 2 players as well. ",110327,,0.9804,positive,65,31,3
Geosphere,10,Best Worker Placement game there is.,110327,,0.6369,positive,65,31,3
dyeyk2000,10,nan,110327,,0,neutral,65,31,3
zendragon,10,nan,110327,,0,neutral,65,31,3
Tariff,10,"Easy to teach/play..Great it can accomodate 5 out of the box, also plays great at 2.  Reasonable length.. Great gateway and expert worker placement game. It just plays so smooth but is fun to play and has depth/replay-ability. Better with the expansion. Just fantastic for so many play groups.  The components are fine, the icons clear. Love the theming. I used to play DnD based in the Forgotten Realms!.    Get it, a modern day Classic.    I personally like the take that in the intrigue cards, it stops the game from being a MPS, but they can be removed if you are a sensitive snowflake..",110327,,0.9919,positive,65,31,3
C5_Blake,10,"Not often a game comes along that I just can't wait to play again.  But this is it.  Gameplay is perfect, my complaints are cosmetic, the box design I don't like and I wish instead of pictures of cubes they would have put a picture of a dagger, cross, wand and sword and shield to add more flavor ...maybe they will do a collectors version.",110327,,-0.5529,negative,65,31,3
maccaj6565,10,nan,110327,,0,neutral,65,31,3
Shawn_Kehoe,10,nan,110327,,0,neutral,65,31,3
Zeromus,10,nan,110327,,0,neutral,65,31,3
raynz,10,nan,110327,,0,neutral,65,31,3
Kryston,10,Great game.  Everyone that was played it has enjoyed it.  Well constructed and great replay value.,110327,,0.9545,positive,65,31,3
Xphile,10,nan,110327,,0,neutral,65,31,3
lumberjacques,10,"Great game that combines lite D&D with a Euro for fast, quick, easy play!",110327,,0.8655,positive,65,31,3
Boggslash,10,nan,110327,,0,neutral,65,31,3
RedV,10,nan,110327,,0,neutral,65,31,3
familywontplay,10,"What a gem and what a surprise!  Don't let the name Dungeons & Dragons in huge letters plastered across the box fool you--this is NOT Dungeons & Dragons, not even close.  This is a resource game with quests.  Rules are simple and easily learned.  The game lasts 8 rounds, play is relaxed and fun.  Each player's unattained quests and resources are common knowledge so strategy is important when a player deals out attacks or rewards.  Switching positions on the score track is common, and game end can reveal an unexpected winner.  The game also has one of the really nice inserts.  It is a bit fiddly putting away, but there is a place for everything and when the box is closed & even transported, and the quality contents stay put.    All really liked this game.  Looking forward to some obvious expansions.  EDIT: I have played a lot of games now with a lot of people.  I haven't begun to tire of it, and everyone has liked it.  Increased the rating.  Increased the rating again.  How appreciative we all are for the simplicity of this game.  There is no question what to do on the board; All the quests and their rewards are clear; The building benefits are obvious; and the Intrigue cards are all unambiguous and easily understood.  The rules are easy to remember--don't play it for a year (unlikely) and pull it out and start playing.  How nice it that?",110327,,0.9954,positive,65,31,3
RedOne31,10,nan,110327,,0,neutral,65,31,3
hlk8,10,nan,110327,,0,neutral,65,31,3
jayntampa,10,nan,110327,,0,neutral,65,31,3
Benjow,10,"The simplicity, resource collection, completing quests, and intrigue cards makes this a winner with family and game group. Plays fast but lots of cool things to do. Doesn't generally generate much AP, either. Very fun.",110327,,0.902,positive,65,31,3
olsen84,10,nan,110327,,0,neutral,65,31,3
Adrian Friedrichs,10,nan,110327,,0,neutral,65,31,3
JoeRockEHF,10,nan,110327,,0,neutral,65,31,3
Daramere,10,nan,110327,,0,neutral,65,31,3
Vortexsurfer,10,nan,110327,,0,neutral,65,31,3
chronicd,10,"Very solid, very simple, with mass appeal for casual gamers.",110327,,0.4005,positive,65,31,3
WillSwen,10,nan,110327,,0,neutral,65,31,3
Hidetoshi,10, ,110327,,0,neutral,65,31,3
MarkMeredith11,10,nan,110327,,0,neutral,65,31,3
Alphastream,10,As I played this game I found myself really liking the design. So many aspects feel good as you play. I like that it pleases both veteran board gamers and people that barely play board games. I want an expansion with more lords!,110327,,0.9508,positive,65,31,3
usuledric,10,nan,110327,,0,neutral,65,31,3
